chapter,heading,heading_description,subheading,subheading_description,code,description
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207241000-10-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  80 % turkeys"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207249000-90-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  73 % turkeys , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,020725**00-**-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  80 % turkeys"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207251000-10-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  80 % turkeys"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207259000-90-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  73 % turkeys , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,020726**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207261000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207262000-20-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207263000-30-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207264000-40-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207265000-50-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207266000-60-00,Drumsticks and cuts of drumsticks
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207267000-70-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207268000-80-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207269*00-9*-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207269100-91-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207269900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,020727**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207271000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207272000-20-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207273000-30-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207274000-40-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207275000-50-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207276000-60-00,Drumsticks and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207277000-70-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207278000-80-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207279*00-9*-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207279100-91-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,0207279900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,020741**00-**-00,"Plucked, bled, gutted but not drawn, with heads and feet, known as  85 % ducks"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207412000-20-00,"Plucked, bled, gutted but not drawn, with heads and feet, known as  85 % ducks"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207413000-30-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % ducks"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207418000-80-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  63 % ducks , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,020742**00-**-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % ducks"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207423000-30-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % ducks"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207428000-80-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  63 % ducks , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207430000-00-00,"Fatty livers, fresh or chilled"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,020744**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207441000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207442*00-2*-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207442100-21-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207443*00-3*-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207443100-31-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207444*00-4*-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207444100-41-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207445*00-5*-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207445100-51-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207446*00-6*-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207446100-61-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207447*00-7*-00,Paletots
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207447100-71-00,Paletots
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207448*00-8*-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207448100-81-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207449*00-9*-00,"Livers, other than fatty livers"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207449100-91-00,"Livers, other than fatty livers"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207449900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,020745**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207451000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207452*00-2*-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207452100-21-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207453*00-3*-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207453100-31-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207454*00-4*-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207454100-41-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207455*00-5*-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207455100-51-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207456*00-6*-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207456100-61-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207457*00-7*-00,Paletots
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207457100-71-00,Paletots
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207458*00-8*-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207458100-81-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207459*00-9*-00,Fatty livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207459300-93-00,Fatty livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207459500-95-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02074,Of ducks,0207459900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,020751**00-**-00,"Plucked, bled, not drawn, with heads and feet, known as  82 % geese"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207511000-10-00,"Plucked, bled, not drawn, with heads and feet, known as  82 % geese"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207519000-90-00,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as  75 % geese , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,020752**00-**-00,"Plucked, bled, not drawn, with heads and feet, known as  82 % geese"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207521000-10-00,"Plucked, bled, not drawn, with heads and feet, known as  82 % geese"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207529000-90-00,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as  75 % geese , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207530000-00-00,"Fatty livers, fresh or chilled"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,020754**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207541000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207542*00-2*-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207542100-21-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207543*00-3*-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207543100-31-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207544*00-4*-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02075,Of geese,0207544100-41-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
